component,archive_path,source_path,bytes,sha256,reason,reference
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/live_contract_template/scenario_clo_stress.csv,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\live_contract_template\scenario_clo_stress.csv,115,da6c4239d8359b60910a318ef1ca024de2d36f1c25bb1e1c428c2d5e33f85038,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/Matlab/_CLO_document.xml,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\Matlab\_CLO_document.xml,23452,af9b8286ccfd2bd3461e66aed6bd2d0397b2644ccb70025f688860779ca8feb8,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/Matlab/_CLO_extracted_review.txt,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\Matlab\_CLO_extracted_review.txt,16244,4b7551a300f00b1b40b44463b2ac8f0e992be92bff37ffbe200c1dc642ee6d8c,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/Matlab/CLO.m,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\Matlab\CLO.m,17395,c4306c684fde80db105db249b917d1e0c171417487371e7953037e61d63f0845,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/Matlab/CLO.mlx,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\Matlab\CLO.mlx,8367,92e0b45d684bbecc9882d7161b53091db4fdf5eddf150222c6e97e5fe72142db,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/Matlab/CLO.zip,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\Matlab\CLO.zip,328771,9252a28c9a6c4f21ec956e889daa987cb93cb3566f5f0712fa70d8bc33a5956c,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/Matlab/CLO_legacy.mlx,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\Matlab\CLO_legacy.mlx,328771,9252a28c9a6c4f21ec956e889daa987cb93cb3566f5f0712fa70d8bc33a5956c,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/Matlab/README.md,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\Matlab\README.md,709,06adb8501f6f48d2131219e9bf69a34b23f95951d7abf72108e2728497ebe333,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/PUBLIC_BDC_CASE_STUDY_PLAYBOOK.md,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\PUBLIC_BDC_CASE_STUDY_PLAYBOOK.md,3514,72314554676533942977f92e536b35de0a5666311e5a857b50f5446ee6a6291c,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/CLO.py,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\CLO.py,83458,b94273fbff75495d20b44198bf1a0367ad69cb4e1fa57095505e7dd913cb16e3,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/extract_public_bdc_clo_case_study.py,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\extract_public_bdc_clo_case_study.py,44006,23e226d0ea16f132c214d0708c73fc11e0bab85e3d41580e579726597f53db78,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/README.md,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\README.md,3062,a12112e864ec69db736c7476a59826cdf33aeefd6a0d02a59766fc6ba717e14b,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-class a notes-loss-cdf-low-vs-high.png,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-class a notes-loss-cdf-low-vs-high.png,54434,15c0face8ee0eb066ad57b61ea2ff67c61b04ca5fa6faec3921d8caf6665f161,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-class a notes-loss-cdf-low-vs-high.svg,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-class a notes-loss-cdf-low-vs-high.svg,36065,803a65a60eb7a182c3519c7fa872c733998ec0ff0dc7d2942be8da29b8d31017,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-class b-1 notes-loss-cdf-low-vs-high.png,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-class b-1 notes-loss-cdf-low-vs-high.png,56455,88d90b9e70cfc976a38e131bf6273fb73482923250e55e420d7150ae5febd0e1,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-class b-1 notes-loss-cdf-low-vs-high.svg,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-class b-1 notes-loss-cdf-low-vs-high.svg,35022,9f5018140ae6fa2bb93ff07f01965fcb4a2d43b0447bcb7c03e931605be1f77a,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-class b-2 notes-loss-cdf-low-vs-high.png,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-class b-2 notes-loss-cdf-low-vs-high.png,56987,a65c647ae3d469955ee5114f8ef7aea4fe5b93114772d17769ab5d056fcc459c,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-class b-2 notes-loss-cdf-low-vs-high.svg,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-class b-2 notes-loss-cdf-low-vs-high.svg,34979,b2dfdf6e71d0d8e81444e6533c5c8ee14c4137daad4d3f59df2fb4a42a1bbc5b,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-collateral-loss-cdf-low-vs-high.png,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-collateral-loss-cdf-low-vs-high.png,74499,fa3fa6d0ded0fb52932129548bd4033e9709f4a6255c5c34d7576c2c4e11c85c,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-collateral-loss-cdf-low-vs-high.svg,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-collateral-loss-cdf-low-vs-high.svg,94422,8778fa84a57e22faa9448d1dee0e77e59e96698837af04a980c0f5dcb9af079c,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-loss-compensation-spread-low-vs-high.png,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-loss-compensation-spread-low-vs-high.png,75453,7c179b21a47793635b8b2064065814a7d8a2cef7aad619434b8d92000403b0d3,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-loss-compensation-spread-low-vs-high.svg,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-loss-compensation-spread-low-vs-high.svg,38303,4e64a991f3c260d675abbd0665d8f8f39d7bde76a1d84f95741c7e0c0a571dec,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-observed-cohort-panel.csv,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-observed-cohort-panel.csv,57,b512738e6245da579e1690119625ba33faaa271ad632a99112f2447a3223ee6e,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-payoff-map.png,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-payoff-map.png,151425,43242997a16817ae27b8d3b139f857774c756571bd15b49f5ce2ba3954f27882,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-payoff-map.svg,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-payoff-map.svg,47073,bfd1836412585b07c720b76d22aa6551c7f05ab7bb77434727dafec22b84fcb8,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-rho-calibration-fit.png,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-rho-calibration-fit.png,74736,cad72e710df0f73f128a0cbc890139349f607f6afe68e86ddc67b7edf3d4989d,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-rho-calibration-fit.svg,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-rho-calibration-fit.svg,28527,3e17848c9ffa9709f52c86fb2f49a507aa0774ae3a10d69e798f70dd922a3f8c,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-rho-calibration-grid.csv,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-rho-calibration-grid.csv,101,0aea0f5f0b81975658006a2197b9e903cb1bc19edebe30c1150081b0ba5e7cfd,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-rho-calibration-objective.png,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-rho-calibration-objective.png,52849,7633cf0eb71ae310a6156f6b510cdeababaa727f83cc3a923052c47f9549b423,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-rho-calibration-objective.svg,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-rho-calibration-objective.svg,27191,efc23e20bb6b30971ed97e84b1c7b9d54f21e3f4b6e6d568b295084252183365,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-rho-scenarios.csv,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-rho-scenarios.csv,300,565a8f2e3921feda45dba3641d7c37cbc3181320514d9739801e4f11b571df0e,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-run-metadata.json,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-run-metadata.json,3167,741ddb106dbc3190daeb95f0a2a27efec23b608af67f9d2af1792f491de4c9b8,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-subordinated notes-loss-cdf-low-vs-high.png,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-subordinated notes-loss-cdf-low-vs-high.png,81703,ed1a06ed7c5d3343ca4ff09d477080b009f4fe2474305116d5553fe75f8f836b,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-subordinated notes-loss-cdf-low-vs-high.svg,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-subordinated notes-loss-cdf-low-vs-high.svg,105654,ac76da45776582b3fcdafadf2ef0becead2fd5376400c88c992d609b5ba1399b,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-tranche-summary-metrics.csv,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-tranche-summary-metrics.csv,859,8cc8f2adb72b6d0e7a4ca17c80e897d129d6cf9dbc8eb9db741d278ce78ae88d,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-tranche-tail-metrics-low-vs-high.png,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-tranche-tail-metrics-low-vs-high.png,92931,5419db056600478ef2872956b4820737386950d0229b52683e40994f6dfa6f89,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-tranche-tail-metrics-low-vs-high.svg,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-tranche-tail-metrics-low-vs-high.svg,51315,a0d8af789d861c6a90502d63320eaa8f282b953f0bbb9e7adad40dd84f7b3090,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-trigger-frequencies-low-vs-high.png,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-trigger-frequencies-low-vs-high.png,71366,354228bd6bae81d1ed4e35b2e8d947a69737a1f6cf57748ac1ec313d001fe237,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/clo-trigger-frequencies-low-vs-high.svg,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\clo-trigger-frequencies-low-vs-high.svg,38844,7387f71d5ea7f177a9bd6ec1205e018db13f225d34666d09eb31d4c04733ac09,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/public_case_study_metadata.json,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\public_case_study_metadata.json,4549,9605c4061869c11bbe0a6f4f37903073a5e51c0a3359a272fc13713aaf83fb2c,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-public-sec-case-study/stage_metadata.json,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-public-sec-case-study\stage_metadata.json,2324,922495920130ad13fd971390916c74676d99d083a635a15a63f548f08115bc50,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-collateral-loss-cdf-low-vs-high.png,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-collateral-loss-cdf-low-vs-high.png,82514,b52c860ea6fd8e00d003dc5b25d5ff3c129bf5424b53a6f91a45162afad5383b,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-collateral-loss-cdf-low-vs-high.svg,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-collateral-loss-cdf-low-vs-high.svg,92619,b34b6899090089f6e8f48df984afc0e57c906f2d5b76e2a1b021a49352eb0bf6,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-equity-loss-cdf-low-vs-high.png,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-equity-loss-cdf-low-vs-high.png,93647,8e391a5cd585247ed82181e6cd2e0805eb3450fd5490c6a5a987351fb3f828bd,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-equity-loss-cdf-low-vs-high.svg,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-equity-loss-cdf-low-vs-high.svg,150247,0286ccca51cb7462687c715d360a8bd4ead4e7767f4b2a88e328b42e63db2cf7,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-loss-compensation-spread-low-vs-high.png,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-loss-compensation-spread-low-vs-high.png,110042,1295c2021c068c9c58adb04c0b8907fb7f21587ab4d8178cc4daaae8f9c41929,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
